,ID,innings,total_run,Venue,batter1,batter2,batter3,batter4,batter5,bowler1,bowler2,bowler3,bowler4
33,1304104,2,55,"Dr DY Patil Sports Academy, Mumbai",P Kumar,LRPL Taylor,W Jaffer,JH Kallis,R Dravid,GD McGrath,Mohammad Asif,VY Mahesh,NA
34,1304103,1,50,"Maharashtra Cricket Association Stadium, Pune",AC Gilchrist,VVS Laxman,HH Gibbs,NA,NA,S Sreesanth,IK Pathan,VRV Singh,NA
35,1304103,2,41,"Maharashtra Cricket Association Stadium, Pune",SE Marsh,RR Sarwan,NA,NA,NA,RP Singh,DNT Zoysa,Shahid Afridi,SB Bangar
36,1304102,1,45,"Dr DY Patil Sports Academy, Mumbai",GC Smith,SA Asnodkar,M Kaif,NA,NA,AB Dinda,I Sharma,AB Agarkar,Umar Gul
37,1304102,2,51,"Dr DY Patil Sports Academy, Mumbai",Salman Butt,SC Ganguly,AB Agarkar,BJ Hodge,NA,SR Watson,Sohail Tanvir,SK Trivedi,NA
38,1304101,1,47,"Dr DY Patil Sports Academy, Mumbai",PA Patel,SP Fleming,S Vidyut,NA,NA,GD McGrath,Mohammad Asif,VY Mahesh,PJ Sangwan
39,1304101,2,64,"Dr DY Patil Sports Academy, Mumbai",G Gambhir,V Sehwag,NA,NA,NA,M Ntini,MS Gony,JA Morkel,NA
40,1304100,1,41,"Wankhede Stadium, Mumbai",AC Gilchrist,HH Gibbs,NA,NA,NA,A Kumble,DW Steyn,JH Kallis,NA
41,1304100,2,43,"Wankhede Stadium, Mumbai",JH Kallis,W Jaffer,Misbah-ul-Haq,NA,NA,WPUJC Vaas,RP Singh,SB Bangar,DP Vijaykumar
42,1304099,1,49,"Maharashtra Cricket Association Stadium, Pune",SE Marsh,JR Hopes,KC Sangakkara,NA,NA,I Sharma,AB Agarkar,AB Dinda,NA
43,1304099,2,31,"Maharashtra Cricket Association Stadium, Pune",Mohammad Hafeez,SC Ganguly,BJ Hodge,DB Das,"LR Shukla'
 'DJ Hussey",S Sreesanth,IK Pathan,NA,NA
44,1304098,1,50,"Wankhede Stadium, Mumbai",YV Takawale,ST Jayasuriya,NA,NA,NA,GD McGrath,Mohammad Asif,VY Mahesh,NA
45,1304098,2,37,"Wankhede Stadium, Mumbai",G Gambhir,V Sehwag,S Dhawan,AB de Villiers,NA,SM Pollock,A Nehra,DJ Bravo,NA
46,1304097,1,38,"Brabourne Stadium, Mumbai",PA Patel,S Vidyut,SP Fleming,SK Raina,S Badrinath,Sohail Tanvir,SR Watson,MM Patel,SK Trivedi
47,1304097,2,44,"Brabourne Stadium, Mumbai",GC Smith,SA Asnodkar,NA,NA,NA,M Ntini,MS Gony,NA,NA
48,1304096,1,26,"Brabourne Stadium, Mumbai",W Jaffer,CL White,JH Kallis,V Kohli,R Dravid,S Sreesanth,IK Pathan,Gagandeep Singh,NA
49,1304096,2,52,"Brabourne Stadium, Mumbai",SE Marsh,JR Hopes,RR Sarwan,NA,NA,DW Steyn,Z Khan,P Kumar,JH Kallis
50,1304095,1,34,"Maharashtra Cricket Association Stadium, Pune",PA Patel,S Anirudha,SP Fleming,SK Raina,S Badrinath,DP Vijaykumar,RP Singh,SB Styris,NA
51,1304095,2,50,"Maharashtra Cricket Association Stadium, Pune",AC Gilchrist,HH Gibbs,SB Styris,NA,NA,M Ntini,MS Gony,JA Morkel,NA
52,1304094,1,48,"Dr DY Patil Sports Academy, Mumbai",GC Smith,SA Asnodkar,YK Pathan,SR Watson,NA,SM Pollock,A Nehra,DS Kulkarni,NA
53,1304094,2,34,"Dr DY Patil Sports Academy, Mumbai",YV Takawale,ST Jayasuriya,NA,NA,NA,Sohail Tanvir,MM Patel,SK Trivedi,NA
54,1304093,1,50,"Wankhede Stadium, Mumbai",G Gambhir,V Sehwag,AB de Villiers,S Dhawan,NA,MS Gony,JA Morkel,NA,NA
55,1304093,2,62,"Wankhede Stadium, Mumbai",S Vidyut,SP Fleming,NA,NA,NA,GD McGrath,Mohammad Asif,VY Mahesh,PJ Sangwan
56,1304092,1,41,"Maharashtra Cricket Association Stadium, Pune",A Chopra,BJ Hodge,SC Ganguly,DJ Hussey,NA,DW Steyn,Z Khan,P Kumar,R Vinay Kumar
57,1304092,2,35,"Maharashtra Cricket Association Stadium, Pune",J Arunkumar,S Chanderpaul,MV Boucher,R Dravid,NA,AB Dinda,I Sharma,Umar Gul,SC Ganguly
58,1304091,1,50,"Wankhede Stadium, Mumbai",AC Gilchrist,HH Gibbs,NA,NA,NA,Sohail Tanvir,SR Watson,MM Patel,NA
59,1304091,2,50,"Wankhede Stadium, Mumbai",GC Smith,YK Pathan,NA,NA,NA,DP Vijaykumar,RP Singh,SB Styris,PP Ojha
60,1304090,1,36,"Dr DY Patil Sports Academy, Mumbai",MV Boucher,SP Goswami,Misbah-ul-Haq,NA,NA,SM Pollock,A Nehra,CRD Fernando,NA
61,1304090,2,39,"Dr DY Patil Sports Academy, Mumbai",ST Jayasuriya,SR Tendulkar,NA,NA,NA,A Kumble,DW Steyn,P Kumar,R Vinay Kumar
62,1304089,1,53,"Brabourne Stadium, Mumbai",S Vidyut,SK Raina,SP Fleming,S Badrinath,NA,S Sreesanth,IK Pathan,VRV Singh,NA
63,1304089,2,35,"Brabourne Stadium, Mumbai",SE Marsh,JR Hopes,K Goel,RR Sarwan,NA,MS Gony,JA Morkel,NA,NA
64,1304088,1,43,"Maharashtra Cricket Association Stadium, Pune",Salman Butt,SC Ganguly,A Chopra,NA,NA,WPUJC Vaas,DP Vijaykumar,SB Styris,RP Singh
65,1304088,2,55,"Maharashtra Cricket Association Stadium, Pune",AC Gilchrist,HH Gibbs,DB Ravi Teja,SB Styris,RG Sharma,AB Dinda,I Sharma,Umar Gul,NA
66,1304087,1,47,"Wankhede Stadium, Mumbai",G Gambhir,V Sehwag,NA,NA,NA,AD Mascarenhas,SR Watson,MM Patel,NA
67,1304087,2,21,"Wankhede Stadium, Mumbai",YK Pathan,GC Smith,M Kaif,SR Watson,NA,GD McGrath,MF Maharoof,PJ Sangwan,NA
68,1304086,1,50,"Wankhede Stadium, Mumbai",J Arunkumar,V Kohli,Misbah-ul-Haq,R Dravid,CL White,S Sreesanth,IK Pathan,PP Chawla,NA
69,1304086,2,42,"Wankhede Stadium, Mumbai",SE Marsh,JR Hopes,NA,NA,NA,DW Steyn,Z Khan,P Kumar,NA
70,1304085,1,35,"Maharashtra Cricket Association Stadium, Pune",Salman Butt,A Chopra,NA,NA,NA,GD McGrath,PJ Sangwan,VY Mahesh,NA
71,1304085,2,37,"Maharashtra Cricket Association Stadium, Pune",G Gambhir,V Sehwag,AB de Villiers,MK Tiwary,"TM Dilshan'
 'S Dhawan",Shoaib Akhtar,I Sharma,AB Dinda,NA
72,1304084,1,28,"Wankhede Stadium, Mumbai",S Vidyut,SP Fleming,SK Raina,S Badrinath,NA,SM Pollock,A Nehra,DJ Bravo,NA
73,1304084,2,78,"Wankhede Stadium, Mumbai",ST Jayasuriya,SR Tendulkar,NA,NA,NA,MS Gony,JA Morkel,NA,NA
74,1304083,1,51,"Wankhede Stadium, Mumbai",SE Marsh,JR Hopes,NA,NA,NA,MM Patel,SR Watson,Pankaj Singh,NA
75,1304083,2,38,"Wankhede Stadium, Mumbai",M Kaif,NK Patel,Younis Khan,SR Watson,NA,IK Pathan,S Sreesanth,JR Hopes,NA
76,1304082,1,48,"Brabourne Stadium, Mumbai",G Gambhir,V Sehwag,S Dhawan,NA,NA,DP Vijaykumar,RP Singh,PM Sarvesh Kumar,NA
77,1304082,2,71,"Brabourne Stadium, Mumbai",AC Gilchrist,Shahid Afridi,HH Gibbs,NA,NA,GD McGrath,Mohammad Asif,MF Maharoof,NA
78,1304081,1,27,"Dr DY Patil Sports Academy, Mumbai",Salman Butt,A Chopra,SC Ganguly,DJ Hussey,Mohammad Hafeez,SM Pollock,A Nehra,DJ Bravo,NA
79,1304081,2,68,"Dr DY Patil Sports Academy, Mumbai",ST Jayasuriya,SR Tendulkar,RV Uthappa,DJ Thornely,NA,Shoaib Akhtar,I Sharma,AB Agarkar,NA
80,1304080,1,68,"Wankhede Stadium, Mumbai",G Gambhir,V Sehwag,NA,NA,NA,S Sreesanth,IK Pathan,VRV Singh,NA
81,1304080,2,73,"Wankhede Stadium, Mumbai",SE Marsh,JR Hopes,Yuvraj Singh,LA Pomersbach,DPMD Jayawardene,GD McGrath,PJ Sangwan,A Mishra,V Sehwag
82,1304079,1,51,"Dr DY Patil Sports Academy, Mumbai",GC Smith,SA Asnodkar,NA,NA,NA,Z Khan,P Kumar,JH Kallis,NA
83,1304079,2,23,"Dr DY Patil Sports Academy, Mumbai",J Arunkumar,V Kohli,Misbah-ul-Haq,JH Kallis,CL White,Sohail Tanvir,MM Patel,NA,NA
84,1304078,1,57,"Brabourne Stadium, Mumbai",ST Jayasuriya,SR Tendulkar,DJ Thornely,NA,NA,DP Vijaykumar,DNT Zoysa,Y Venugopal Rao,RP Singh
85,1304078,2,32,"Brabourne Stadium, Mumbai",AC Gilchrist,Shahid Afridi,RG Sharma,Y Venugopal Rao,LPC Silva,A Nehra,DJ Bravo,CRD Fernando,RR Raje
86,1304077,1,35,"Dr DY Patil Sports Academy, Mumbai",Salman Butt,Mohammad Hafeez,SC Ganguly,DB Das,NA,M Ntini,MS Gony,NA,NA
87,1304077,2,43,"Dr DY Patil Sports Academy, Mumbai",PA Patel,SP Fleming,NA,NA,NA,Shoaib Akhtar,I Sharma,AB Dinda,AB Agarkar
88,1304076,1,41,"Brabourne Stadium, Mumbai",JH Kallis,B Chipli,SP Goswami,NA,NA,GD McGrath,PJ Sangwan,VY Mahesh,NA
89,1304076,2,71,"Brabourne Stadium, Mumbai",G Gambhir,V Sehwag,NA,NA,NA,DW Steyn,Z Khan,P Kumar,JH Kallis
90,1304075,1,32,"Maharashtra Cricket Association Stadium, Pune",Salman Butt,Mohammad Hafeez,SC Ganguly,NA,NA,Sohail Tanvir,MM Patel,SR Watson,NA
91,1304075,2,42,"Maharashtra Cricket Association Stadium, Pune",GC Smith,SA Asnodkar,Sohail Tanvir,SR Watson,NA,AB Dinda,I Sharma,AB Agarkar,Umar Gul
92,1304074,1,43,"Dr DY Patil Sports Academy, Mumbai",SE Marsh,JR Hopes,LA Pomersbach,NA,NA,SM Pollock,A Nehra,VS Yeligati,NA
93,1304074,2,68,"Dr DY Patil Sports Academy, Mumbai",ST Jayasuriya,SR Tendulkar,DR Smith,NA,NA,S Sreesanth,IK Pathan,VRV Singh,NA
94,1304073,1,23,"Wankhede Stadium, Mumbai",JH Kallis,SP Goswami,V Kohli,R Dravid,NA,M Ntini,MS Gony,NA,NA
95,1304073,2,44,"Wankhede Stadium, Mumbai",PA Patel,SP Fleming,NA,NA,NA,DW Steyn,P Kumar,A Kumble,JH Kallis
96,1304072,1,42,"Brabourne Stadium, Mumbai",AC Gilchrist,HH Gibbs,NA,NA,NA,S Sreesanth,VRV Singh,RR Powar,NA
97,1304072,2,74,"Brabourne Stadium, Mumbai",SE Marsh,KC Sangakkara,NA,NA,NA,RP Singh,DP Vijaykumar,Y Venugopal Rao,SB Styris
98,1304071,1,60,"Brabourne Stadium, Mumbai",ST Jayasuriya,SR Tendulkar,NA,NA,NA,GD McGrath,B Geeves,MF Maharoof,VY Mahesh
99,1304071,2,56,"Brabourne Stadium, Mumbai",G Gambhir,V Sehwag,S Dhawan,MK Tiwary,NA,SM Pollock,A Nehra,A Nel,DS Kulkarni
100,1304070,1,67,"Dr DY Patil Sports Academy, Mumbai",GC Smith,SA Asnodkar,NA,NA,NA,M Ntini,MS Gony,JA Morkel,NA
101,1304070,2,65,"Dr DY Patil Sports Academy, Mumbai",PA Patel,SP Fleming,SK Raina,NA,NA,Sohail Tanvir,YK Pathan,MM Patel,Pankaj Singh
102,1304069,1,46,"Maharashtra Cricket Association Stadium, Pune",B Chipli,W Jaffer,V Kohli,NA,NA,DP Vijaykumar,RP Singh,SB Styris,Shahid Afridi
103,1304069,2,33,"Maharashtra Cricket Association Stadium, Pune",AC Gilchrist,VVS Laxman,HH Gibbs,RG Sharma,NA,DW Steyn,Z Khan,P Kumar,NA
104,1304068,1,47,"Dr DY Patil Sports Academy, Mumbai",SE Marsh,JR Hopes,KC Sangakkara,NA,NA,Umar Gul,I Sharma,BAW Mendis,NA
105,1304068,2,51,"Dr DY Patil Sports Academy, Mumbai",Salman Butt,SC Ganguly,DB Das,DJ Hussey,NA,IK Pathan,S Sreesanth,RR Powar,NA
106,1304067,1,29,"Dr DY Patil Sports Academy, Mumbai",ST Jayasuriya,SR Tendulkar,NA,NA,NA,Sohail Tanvir,SR Watson,Pankaj Singh,YK Pathan
107,1304067,2,36,"Dr DY Patil Sports Academy, Mumbai",Kamran Akmal,SA Asnodkar,YK Pathan,SR Watson,NA,SM Pollock,A Nehra,CRD Fernando,NA
108,1304066,1,26,"Wankhede Stadium, Mumbai",AC Gilchrist,HH Gibbs,SB Styris,Y Venugopal Rao,NA,M Ntini,MS Gony,NA,NA
109,1304066,2,44,"Wankhede Stadium, Mumbai",PA Patel,SP Fleming,SK Raina,NA,NA,RP Singh,DP Vijaykumar,Shahid Afridi,NA
110,1304065,1,58,"Brabourne Stadium, Mumbai",GC Smith,SA Asnodkar,NA,NA,NA,GD McGrath,Mohammad Asif,VY Mahesh,NA
111,1304065,2,28,"Brabourne Stadium, Mumbai",G Gambhir,V Sehwag,S Dhawan,MK Tiwary,TM Dilshan,Sohail Tanvir,SR Watson,MM Patel,NA
112,1304064,1,35,"Maharashtra Cricket Association Stadium, Pune",SE Marsh,JR Hopes,KC Sangakkara,Yuvraj Singh,"DPMD Jayawardene'
 'IK Pathan",M Muralitharan,M Ntini,MS Gony,NA
113,1304064,2,35,"Maharashtra Cricket Association Stadium, Pune",PA Patel,S Vidyut,SK Raina,NA,NA,IK Pathan,S Sreesanth,RR Powar,VRV Singh
114,1304063,1,42,"Dr DY Patil Sports Academy, Mumbai",PA Patel,S Vidyut,SK Raina,NA,NA,Sohail Tanvir,SR Watson,MM Patel,YK Pathan
115,1304063,2,41,"Dr DY Patil Sports Academy, Mumbai",NK Patel,SA Asnodkar,Kamran Akmal,NA,NA,M Ntini,MS Gony,NA,NA
116,1304062,1,40,"Brabourne Stadium, Mumbai",ST Jayasuriya,SR Tendulkar,S Dhawan,NA,NA,MS Gony,T Thushara,A Flintoff,NA
117,1304062,2,40,"Brabourne Stadium, Mumbai",PA Patel,SK Raina,ML Hayden,A Flintoff,NA,SL Malinga,Z Khan,DJ Bravo,NA
118,1304061,1,29,"Dr DY Patil Sports Academy, Mumbai",JD Ryder,LRPL Taylor,KP Pietersen,RV Uthappa,R Dravid,AD Mascarenhas,Kamran Khan,MM Patel,NA
119,1304061,2,14,"Dr DY Patil Sports Academy, Mumbai",GC Smith,SA Asnodkar,NK Patel,T Henderson,NA,P Kumar,DW Steyn,R Vinay Kumar,NA
120,1304060,1,67,"Maharashtra Cricket Association Stadium, Pune",RS Bopara,K Goel,NA,NA,NA,DP Nannes,AM Salvi,PJ Sangwan,VY Mahesh
121,1304060,2,58,"Maharashtra Cricket Association Stadium, Pune",G Gambhir,V Sehwag,NA,NA,NA,IK Pathan,YA Abdulla,VS Malik,VRV Singh
122,1304059,1,21,"Wankhede Stadium, Mumbai",BB McCullum,CH Gayle,SC Ganguly,BJ Hodge,A Chopra,FH Edwards,RP Singh,Harmeet Singh,NA
123,1304059,2,37,"Wankhede Stadium, Mumbai",AC Gilchrist,HH Gibbs,VVS Laxman,RG Sharma,NA,AB Dinda,I Sharma,NA,NA
124,1304058,1,68,"Dr DY Patil Sports Academy, Mumbai",PA Patel,ML Hayden,NA,NA,NA,P Kumar,DW Steyn,JH Kallis,R Vinay Kumar
125,1304058,2,46,"Dr DY Patil Sports Academy, Mumbai",P Kumar,JH Kallis,RV Uthappa,LRPL Taylor,NA,MS Gony,L Balaji,JA Morkel,NA
126,1304057,1,46,"Brabourne Stadium, Mumbai",RS Bopara,K Goel,IK Pathan,NA,NA,I Sharma,AB Dinda,MC Henriques,NA
127,1304057,2,60,"Brabourne Stadium, Mumbai",BB McCullum,CH Gayle,BJ Hodge,NA,NA,IK Pathan,YA Abdulla,VS Malik,NA
128,1304056,1,62,"Maharashtra Cricket Association Stadium, Pune",AC Gilchrist,HH Gibbs,VVS Laxman,NA,NA,P Kumar,DW Steyn,JH Kallis,NA
129,1304056,2,31,"Maharashtra Cricket Association Stadium, Pune",JD Ryder,JH Kallis,RV Uthappa,KP Pietersen,NA,FH Edwards,RP Singh,Harmeet Singh,NA
130,1304055,1,59,"Dr DY Patil Sports Academy, Mumbai",G Gambhir,AB de Villiers,V Sehwag,TM Dilshan,NA,L Balaji,MS Gony,JA Morkel,A Flintoff
131,1304055,2,61,"Dr DY Patil Sports Academy, Mumbai",PA Patel,ML Hayden,SK Raina,NA,NA,DP Nannes,A Nehra,AM Salvi,PJ Sangwan
132,1304054,1,54,"Wankhede Stadium, Mumbai",GC Smith,PC Valthaty,RJ Quiney,YK Pathan,NA,I Sharma,Anureet Singh,AB Agarkar,NA
133,1304054,2,38,"Wankhede Stadium, Mumbai",CH Gayle,BB McCullum,LR Shukla,NA,NA,YK Pathan,AD Mascarenhas,NA,NA
134,1304053,1,49,"Brabourne Stadium, Mumbai",JD Ryder,RV Uthappa,JH Kallis,KP Pietersen,R Dravid,RR Bose,IK Pathan,YA Abdulla,NA
135,1304053,2,44,"Brabourne Stadium, Mumbai",RS Bopara,K Goel,NA,NA,NA,P Kumar,Pankaj Singh,JH Kallis,R Vinay Kumar
136,1304052,1,55,"Dr DY Patil Sports Academy, Mumbai",AC Gilchrist,HH Gibbs,NA,NA,NA,SL Malinga,Z Khan,DJ Bravo,Harbhajan Singh
137,1304052,2,50,"Dr DY Patil Sports Academy, Mumbai",ST Jayasuriya,SR Tendulkar,JP Duminy,NA,NA,FH Edwards,RP Singh,Harmeet Singh,NA
138,1304051,1,45,"Maharashtra Cricket Association Stadium, Pune",JH Kallis,KP Pietersen,RV Uthappa,LRPL Taylor,NA,DP Nannes,A Nehra,PJ Sangwan,NA
139,1304051,2,43,"Maharashtra Cricket Association Stadium, Pune",G Gambhir,V Sehwag,TM Dilshan,AB de Villiers,NA,R Vinay Kumar,Pankaj Singh,JH Kallis,NA
140,1304050,1,38,"Wankhede Stadium, Mumbai",RS Bopara,KC Sangakkara,Yuvraj Singh,NA,NA,Kamran Khan,AD Mascarenhas,MM Patel,YK Pathan
141,1304050,2,32,"Wankhede Stadium, Mumbai",SA Asnodkar,GC Smith,RJ Quiney,YK Pathan,"AD Mascarenhas'
 'RA Jadeja",RR Powar,IK Pathan,YA Abdulla,VRV Singh
142,1304049,1,62,"Dr DY Patil Sports Academy, Mumbai",PA Patel,SK Raina,ML Hayden,NA,NA,FH Edwards,RP Singh,DR Smith,Y Venugopal Rao
143,1304049,2,69,"Dr DY Patil Sports Academy, Mumbai",AC Gilchrist,HH Gibbs,VVS Laxman,NA,NA,L Balaji,MS Gony,JA Morkel,M Muralitharan
144,1304048,1,61,"Brabourne Stadium, Mumbai",ST Jayasuriya,SR Tendulkar,NA,NA,NA,I Sharma,AB Dinda,SC Ganguly,NA
145,1304048,2,47,"Brabourne Stadium, Mumbai",BB McCullum,CH Gayle,BJ Hodge,SC Ganguly,NA,Z Khan,SL Malinga,DJ Bravo,Harbhajan Singh
146,1304047,1,42,"Wankhede Stadium, Mumbai",G Gambhir,V Sehwag,AB de Villiers,TM Dilshan,NA,AD Mascarenhas,Kamran Khan,MM Patel,NA
147,1304047,2,33,"Wankhede Stadium, Mumbai",RJ Quiney,GC Smith,SA Asnodkar,PC Valthaty,NA,DP Nannes,A Nehra,PJ Sangwan,NA
148,1254117,1,45,Dubai International Cricket Stadium,BB McCullum,BJ Hodge,CH Gayle,SC Ganguly,NA,KP Pietersen,RE van der Merwe,Pankaj Singh,P Kumar
149,1254117,2,46,Dubai International Cricket Stadium,JH Kallis,SP Goswami,NA,NA,NA,I Sharma,AB Agarkar,M Kartik,CH Gayle
150,1254116,1,26,Sharjah Cricket Stadium,RS Bopara,K Goel,KC Sangakkara,Yuvraj Singh,NA,Z Khan,SL Malinga,Harbhajan Singh,DJ Bravo
151,1254116,2,23,Sharjah Cricket Stadium,ST Jayasuriya,S Dhawan,SR Tendulkar,JP Duminy,DJ Bravo,IK Pathan,VS Malik,RR Powar,YA Abdulla
152,1254115,1,37,Sharjah Cricket Stadium,AC Gilchrist,HH Gibbs,AA Bilakhia,RG Sharma,NA,DP Nannes,A Nehra,PJ Sangwan,NA
153,1254115,2,41,Sharjah Cricket Stadium,G Gambhir,V Sehwag,AB de Villiers,TM Dilshan,NA,FH Edwards,RP Singh,Shoaib Ahmed,NA
154,1254114,1,40,Dubai International Cricket Stadium,PA Patel,ML Hayden,SK Raina,S Badrinath,NA,AD Mascarenhas,YK Pathan,NA,NA
155,1254114,2,38,Dubai International Cricket Stadium,RJ Quiney,GC Smith,SA Asnodkar,RA Jadeja,NA,S Tyagi,JA Morkel,JDP Oram,NA
156,1254113,1,40,Sharjah Cricket Stadium,ST Jayasuriya,SR Tendulkar,Harbhajan Singh,AM Nayar,NA,I Sharma,AB Dinda,LR Shukla,M Kartik
157,1254113,2,26,Sharjah Cricket Stadium,CH Gayle,SC Ganguly,BJ Hodge,MN van Wyk,NA,Z Khan,GR Napier,Harbhajan Singh,SL Malinga
158,1254112,1,38,Sharjah Cricket Stadium,JD Ryder,R Bishnoi,SP Goswami,JH Kallis,NA,IK Pathan,VS Malik,YA Abdulla,NA
159,1254112,2,35,Sharjah Cricket Stadium,Yuvraj Singh,K Goel,NA,NA,NA,P Kumar,JH Kallis,JD Ryder,NA
160,1254111,1,39,Dubai International Cricket Stadium,HH Gibbs,AC Gilchrist,AA Bilakhia,NA,NA,YK Pathan,MM Patel,RA Jadeja,SM Harwood
161,1254111,2,30,Dubai International Cricket Stadium,GC Smith,SA Asnodkar,LA Carseldine,NV Ojha,RA Jadeja,FH Edwards,RP Singh,DR Smith,NA
162,1254110,1,53,Dubai International Cricket Stadium,M Vijay,ML Hayden,SK Raina,NA,NA,DP Nannes,A Nehra,PJ Sangwan,NA
