,ID,Innings,Venue,batsman1,batsman2,batsman3,batsman4,batsman5,batsman6,bowler1,bowler2,bowler3,bowler4,bowler5,tot_runs,batsman1_strike_rate,batsman1_batting_avg,batsman2_strike_rate,batsman2_batting_avg,batsman3_strike_rate,batsman3_batting_avg,batsman4_strike_rate,batsman4_batting_avg,batsman5_strike_rate,batsman5_batting_avg,batsman6_strike_rate,batsman6_batting_avg,bowler1_economy,bowler1_bowling_avg,bowler2_economy,bowler2_bowling_avg,bowler3_economy,bowler3_bowling_avg,bowler4_economy,bowler4_bowling_avg,bowler5_economy,bowler5_bowling_avg
268,1237181,1,Dubai International Cricket Stadium,MP Stoinis,SS Iyer,AM Rahane,S Dhawan,RR Pant,NA,JJ Bumrah,TA Boult,J Yadav,NM Coulter-Nile,NA,41,68.41575091575092,25.5,104.44867055360102,34.48,96.78070320910912,32.523809523809526,108.27256295114648,38.036144578313255,105.8238591119026,52.0,0,0,6.858064516129033,34.29032258064516,7.2988505747126435,31.75,7.56,63.0,7.35,29.4,0,0
269,1237181,2,Dubai International Cricket Stadium,Q de Kock,RG Sharma,SA Yadav,NA,NA,NA,AR Patel,MP Stoinis,R Ashwin,K Rabada,A Nortje,61,114.36517255005649,37.13636363636363,96.96599230179808,30.25925925925926,116.45302314181808,51.92857142857143,0,0,0,0,0,0,7.486111111111111,41.46153846153846,9.5,28.5,6.721590909090909,25.717391304347824,8.195876288659793,31.8,7.882352941176471,26.8
270,1237180,1,Sheikh Zayed Stadium,MP Stoinis,S Dhawan,NA,NA,NA,NA,Sandeep Sharma,JO Holder,S Nadeem,NA,NA,65,68.41575091575092,25.5,108.27256295114648,38.036144578313255,0,0,0,0,0,0,0,0,6.986899563318778,29.62962962962963,8.943396226415095,52.66666666666666,8.28,51.75,0,0,0,0
271,1237180,2,Sheikh Zayed Stadium,DA Warner,JO Holder,PK Garg,KS Williamson,MK Pandey,NA,R Ashwin,MP Stoinis,K Rabada,A Nortje,NA,49,113.20491191289184,45.21875,78.57142857142857,12.0,85.43956043956044,20.5,95.4677731777835,35.92307692307692,97.6621939271184,36.53333333333333,0,0,6.721590909090909,25.717391304347824,9.5,28.5,8.195876288659793,31.8,7.882352941176471,26.8,0,0
272,1237178,1,Sheikh Zayed Stadium,AJ Finch,AB de Villiers,D Padikkal,V Kohli,NA,NA,T Natarajan,Sandeep Sharma,JO Holder,NA,NA,32,96.90153423397004,23.973684210526315,105.2500627348122,33.68181818181818,101.5529136002946,33.21052631578947,101.37329644052625,37.45614035087719,0,0,0,0,8.121212121212121,29.77777777777778,6.986899563318778,29.62962962962963,8.943396226415095,52.66666666666666,0,0,0,0
273,1237178,2,Sheikh Zayed Stadium,DA Warner,KS Williamson,MK Pandey,SP Goswami,NA,NA,Mohammed Siraj,Washington Sundar,Navdeep Saini,NA,NA,48,113.20491191289184,45.21875,95.4677731777835,35.92307692307692,97.6621939271184,36.53333333333333,81.08709273182959,20.375,0,0,0,0,8.808080808080808,41.523809523809526,7.43859649122807,35.333333333333336,8.434782608695652,48.5,0,0,0,0
274,1237177,1,Dubai International Cricket Stadium,Q de Kock,RG Sharma,SA Yadav,NA,NA,NA,AR Patel,DR Sams,R Ashwin,K Rabada,A Nortje,63,114.36517255005649,37.13636363636363,96.96599230179808,30.25925925925926,116.45302314181808,51.92857142857143,0,0,0,0,0,0,7.486111111111111,41.46153846153846,7.133333333333334,26.75,6.721590909090909,25.717391304347824,8.195876288659793,31.8,7.882352941176471,26.8
275,1237177,2,Dubai International Cricket Stadium,MP Stoinis,SS Iyer,AM Rahane,PP Shaw,S Dhawan,RR Pant,JJ Bumrah,TA Boult,KH Pandya,NM Coulter-Nile,NA,32,68.41575091575092,25.5,104.44867055360102,34.48,96.78070320910912,32.523809523809526,123.27105957556392,29.710526315789476,108.27256295114648,38.036144578313255,105.8238591119026,52.0,6.858064516129033,34.29032258064516,7.2988505747126435,31.75,7.524590163934426,35.30769230769231,7.35,29.4,0,0
276,1216547,1,Dubai International Cricket Stadium,D Padikkal,AJ Finch,NA,NA,NA,NA,JJ Bumrah,RD Chahar,TA Boult,JL Pattinson,NA,59,101.5529136002946,33.21052631578947,96.90153423397004,23.973684210526315,0,0,0,0,0,0,0,0,6.858064516129033,34.29032258064516,7.818181818181818,28.666666666666668,7.2988505747126435,31.75,8.764705882352942,37.25,0,0
277,1216547,2,Dubai International Cricket Stadium,Q de Kock,RG Sharma,Ishan Kishan,SA Yadav,NA,NA,Washington Sundar,I Udana,Navdeep Saini,NA,NA,35,114.36517255005649,37.13636363636363,96.96599230179808,30.25925925925926,97.1470798503979,56.583333333333336,116.45302314181808,51.92857142857143,0,0,0,0,7.43859649122807,35.333333333333336,11.555555555555555,52.0,8.434782608695652,48.5,0,0,0,0
278,1216546,1,Dubai International Cricket Stadium,PP Shaw,S Dhawan,SS Iyer,NA,NA,NA,Arshdeep Singh,GJ Maxwell,Mohammed Shami,JDS Neesham,NA,53,123.27105957556392,29.710526315789476,108.27256295114648,38.036144578313255,104.44867055360102,34.48,0,0,0,0,0,0,8.280701754385966,31.466666666666665,9.0,45.0,7.651933701657459,47.75862068965517,11.166666666666666,67.0,0,0
279,1216546,2,Dubai International Cricket Stadium,N Pooran,MA Agarwal,GJ Maxwell,KL Rahul,CH Gayle,NA,AR Patel,DR Sams,R Ashwin,TU Deshpande,K Rabada,57,74.60317460317461,6.8,103.50092539419524,24.163265306122447,117.27073375144344,23.33333333333333,112.9144170865236,57.142857142857146,119.72889157772649,37.0,0,0,7.486111111111111,41.46153846153846,7.133333333333334,26.75,6.721590909090909,25.717391304347824,9.636363636363637,106.0,8.195876288659793,31.8
280,1216545,1,Sheikh Zayed Stadium,MK Pandey,DA Warner,JM Bairstow,NA,NA,NA,Shivam Mavi,SP Narine,PJ Cummins,NA,NA,40,97.6621939271184,36.53333333333333,113.20491191289184,45.21875,127.58245210860524,49.642857142857146,0,0,0,0,0,0,8.42,46.77777777777778,6.692857142857143,39.04166666666666,8.305555555555555,37.375,0,0,0,0
281,1216545,2,Sheikh Zayed Stadium,Shubman Gill,KD Karthik,N Rana,SP Narine,NA,NA,KK Ahmed,T Natarajan,B Kumar,NA,NA,52,110.46081606291246,40.09090909090909,87.296645153788,44.11111111111112,98.63062767108045,38.785714285714285,143.6289662063656,19.558823529411764,0,0,0,0,8.203125,32.8125,8.121212121212121,29.77777777777778,6.171821305841925,32.654545454545456,0,0,0,0
282,1216544,1,Dubai International Cricket Stadium,V Kohli,D Padikkal,AJ Finch,NA,NA,NA,Monu Kumar,SM Curran,DL Chahar,MJ Santner,NA,46,101.37329644052625,37.45614035087719,101.5529136002946,33.21052631578947,96.90153423397004,23.973684210526315,0,0,0,0,0,0,7.0,7.0,7.962962962962963,53.75,7.807017543859649,31.046511627906977,8.461538461538462,55.0,0,0
283,1216544,2,Dubai International Cricket Stadium,RD Gaikwad,F du Plessis,NA,NA,NA,NA,CH Morris,Washington Sundar,Mohammed Siraj,YS Chahal,NA,48,93.97268274792168,34.8,112.06102799701122,43.52941176470589,0,0,0,0,0,0,0,0,7.964601769911504,40.90909090909091,7.43859649122807,35.333333333333336,8.808080808080808,41.523809523809526,8.03076923076923,32.625,0,0
284,1216543,1,Dubai International Cricket Stadium,PP Shaw,S Dhawan,SS Iyer,AM Rahane,NA,NA,JD Unadkat,Kartik Tyagi,BA Stokes,JC Archer,NA,47,123.27105957556392,29.710526315789476,108.27256295114648,38.036144578313255,104.44867055360102,34.48,96.78070320910912,32.523809523809526,0,0,0,0,7.598290598290598,38.65217391304348,10.238095238095235,53.75,9.066666666666666,34.0,5.473684210526316,18.352941176470587,0,0
285,1216543,2,Dubai International Cricket Stadium,SV Samson,JC Buttler,BA Stokes,SPD Smith,NA,NA,R Ashwin,TU Deshpande,K Rabada,A Nortje,NA,50,105.5171190834352,30.272727272727277,125.41178130297332,49.2,110.62895437895438,29.875,108.7560746414626,42.5,0,0,0,0,6.721590909090909,25.717391304347824,9.636363636363637,106.0,8.195876288659793,31.8,7.882352941176471,26.8,0,0
286,1216542,1,Dubai International Cricket Stadium,DA Warner,JM Bairstow,NA,NA,NA,NA,Mujeeb Ur Rahman,Mohammed Shami,SS Cottrell,NA,NA,58,113.20491191289184,45.21875,127.58245210860524,49.642857142857146,0,0,0,0,0,0,0,0,7.260869565217392,33.4,7.651933701657459,47.75862068965517,7.714285714285714,27.0,0,0,0,0
287,1216542,2,Dubai International Cricket Stadium,MA Agarwal,N Pooran,P Simran Singh,KL Rahul,NA,NA,KK Ahmed,T Natarajan,Sandeep Sharma,NA,NA,45,103.50092539419524,24.163265306122447,74.60317460317461,6.8,109.9431818181818,11.0,112.9144170865236,57.142857142857146,0,0,0,0,8.203125,32.8125,8.121212121212121,29.77777777777778,6.986899563318778,29.62962962962963,0,0,0,0
288,1216541,1,Sheikh Zayed Stadium,Q de Kock,Ishan Kishan,SA Yadav,NA,NA,NA,AS Rajpoot,Kartik Tyagi,JC Archer,NA,NA,59,114.36517255005649,37.13636363636363,97.1470798503979,56.583333333333336,116.45302314181808,51.92857142857143,0,0,0,0,0,0,9.311111111111112,46.55555555555556,10.238095238095235,53.75,5.473684210526316,18.352941176470587,0,0,0,0
289,1216541,2,Sheikh Zayed Stadium,RV Uthappa,SV Samson,BA Stokes,SPD Smith,NA,NA,JJ Bumrah,TA Boult,KH Pandya,JL Pattinson,NA,55,110.56833854761078,33.95,105.5171190834352,30.272727272727277,110.62895437895438,29.875,108.7560746414626,42.5,0,0,0,0,6.858064516129033,34.29032258064516,7.2988505747126435,31.75,7.524590163934426,35.30769230769231,8.764705882352942,37.25,0,0
290,1216540,1,Sharjah Cricket Stadium,D Padikkal,AJ Finch,NA,NA,NA,NA,AD Russell,M Prasidh Krishna,PJ Cummins,NA,NA,47,101.5529136002946,33.21052631578947,96.90153423397004,23.973684210526315,0,0,0,0,0,0,0,0,8.19672131147541,27.77777777777778,8.170454545454545,47.93333333333333,8.305555555555555,37.375,0,0,0,0
291,1216540,2,Sharjah Cricket Stadium,Shubman Gill,T Banton,N Rana,NA,NA,NA,CH Morris,Washington Sundar,Mohammed Siraj,Navdeep Saini,NA,43,110.46081606291246,40.09090909090909,91.07142857142856,9.0,98.63062767108045,38.785714285714285,0,0,0,0,0,0,7.964601769911504,40.90909090909091,7.43859649122807,35.333333333333336,8.808080808080808,41.523809523809526,8.434782608695652,48.5,0,0
292,1216539,1,Dubai International Cricket Stadium,PP Shaw,S Dhawan,NA,NA,NA,NA,SM Curran,DL Chahar,JR Hazlewood,NA,NA,36,123.27105957556392,29.710526315789476,108.27256295114648,38.036144578313255,0,0,0,0,0,0,0,0,7.962962962962963,53.75,7.807017543859649,31.046511627906977,7.452830188679245,32.916666666666664,0,0,0,0
293,1216539,2,Dubai International Cricket Stadium,M Vijay,F du Plessis,SR Watson,NA,NA,NA,AR Patel,K Rabada,A Nortje,Avesh Khan,NA,34,101.00588444198652,32.791666666666664,112.06102799701122,43.52941176470589,100.3576376295124,34.65853658536585,0,0,0,0,0,0,7.486111111111111,41.46153846153846,8.195876288659793,31.8,7.882352941176471,26.8,8.275862068965518,30.0,0,0
294,1216538,1,Sharjah Cricket Stadium,Q de Kock,RG Sharma,Ishan Kishan,SA Yadav,NA,NA,T Natarajan,Sandeep Sharma,S Kaul,NA,NA,48,114.36517255005649,37.13636363636363,96.96599230179808,30.25925925925926,97.1470798503979,56.583333333333336,116.45302314181808,51.92857142857143,0,0,0,0,8.121212121212121,29.77777777777778,6.986899563318778,29.62962962962963,9.155172413793103,44.25,0,0,0,0
295,1216538,2,Sharjah Cricket Stadium,MK Pandey,DA Warner,JM Bairstow,NA,NA,NA,JJ Bumrah,TA Boult,KH Pandya,JL Pattinson,NA,56,97.6621939271184,36.53333333333333,113.20491191289184,45.21875,127.58245210860524,49.642857142857146,0,0,0,0,0,0,6.858064516129033,34.29032258064516,7.2988505747126435,31.75,7.524590163934426,35.30769230769231,8.764705882352942,37.25,0,0
296,1216537,1,Sheikh Zayed Stadium,Mandeep Singh,KL Rahul,CH Gayle,NA,NA,NA,Kartik Tyagi,VR Aaron,JC Archer,NA,NA,53,90.27729786229116,20.966666666666665,112.9144170865236,57.142857142857146,119.72889157772649,37.0,0,0,0,0,0,0,10.238095238095235,53.75,8.890625,40.642857142857146,5.473684210526316,18.352941176470587,0,0,0,0
297,1216537,2,Sheikh Zayed Stadium,RV Uthappa,SV Samson,BA Stokes,NA,NA,NA,M Ashwin,Mohammed Shami,Arshdeep Singh,CJ Jordan,NA,66,110.56833854761078,33.95,105.5171190834352,30.272727272727277,110.62895437895438,29.875,0,0,0,0,0,0,9.333333333333334,70.0,7.651933701657459,47.75862068965517,8.280701754385966,31.466666666666665,9.842105263157896,93.5,0,0
298,1216536,1,Dubai International Cricket Stadium,Shubman Gill,N Rana,NA,NA,NA,NA,SM Curran,DL Chahar,MJ Santner,L Ngidi,NA,48,110.46081606291246,40.09090909090909,98.63062767108045,38.785714285714285,0,0,0,0,0,0,0,0,7.962962962962963,53.75,7.807017543859649,31.046511627906977,8.461538461538462,55.0,7.363636363636363,23.142857142857142,0,0
299,1216536,2,Dubai International Cricket Stadium,RD Gaikwad,SR Watson,NA,NA,NA,NA,LH Ferguson,KL Nagarkoti,SP Narine,PJ Cummins,CV Varun,44,93.97268274792168,34.8,100.3576376295124,34.65853658536585,0,0,0,0,0,0,0,0,8.055555555555555,19.33333333333333,9.0,45.0,6.692857142857143,39.04166666666666,8.305555555555555,37.375,7.225806451612903,37.333333333333336
300,1216535,1,Dubai International Cricket Stadium,PP Shaw,S Dhawan,SS Iyer,RR Pant,NA,NA,TA Boult,J Yadav,KH Pandya,NA,NA,22,123.27105957556392,29.710526315789476,108.27256295114648,38.036144578313255,104.44867055360102,34.48,105.8238591119026,52.0,0,0,0,0,7.2988505747126435,31.75,7.56,63.0,7.524590163934426,35.30769230769231,0,0,0,0
301,1216535,2,Dubai International Cricket Stadium,Q de Kock,Ishan Kishan,NA,NA,NA,NA,R Ashwin,MP Stoinis,K Rabada,A Nortje,NA,38,114.36517255005649,37.13636363636363,97.1470798503979,56.583333333333336,0,0,0,0,0,0,0,0,6.721590909090909,25.717391304347824,9.5,28.5,8.195876288659793,31.8,7.882352941176471,26.8,0,0
302,1216534,1,Dubai International Cricket Stadium,D Padikkal,AJ Finch,NA,NA,NA,NA,B Kumar,V Shankar,T Natarajan,Sandeep Sharma,MR Marsh,53,101.5529136002946,33.21052631578947,96.90153423397004,23.973684210526315,0,0,0,0,0,0,0,0,6.171821305841925,32.654545454545456,7.0,14.0,8.121212121212121,29.77777777777778,6.986899563318778,29.62962962962963,8.928571428571429,31.25
303,1216534,2,Dubai International Cricket Stadium,MK Pandey,DA Warner,JM Bairstow,NA,NA,NA,DW Steyn,UT Yadav,Navdeep Saini,NA,NA,48,97.6621939271184,36.53333333333333,113.20491191289184,45.21875,127.58245210860524,49.642857142857146,0,0,0,0,0,0,6.502645502645502,36.14705882352941,7.829383886255924,31.16981132075472,8.434782608695652,48.5,0,0,0,0
304,1216533,1,Sheikh Zayed Stadium,AT Rayudu,SM Curran,F du Plessis,SR Watson,NA,NA,AS Rajpoot,Kartik Tyagi,BA Stokes,JC Archer,NA,43,86.67248748801266,33.78260869565217,98.18181818181816,22.666666666666668,112.06102799701122,43.52941176470589,100.3576376295124,34.65853658536585,0,0,0,0,9.311111111111112,46.55555555555556,10.238095238095235,53.75,9.066666666666666,34.0,5.473684210526316,18.352941176470587,0,0
305,1216533,2,Sheikh Zayed Stadium,JC Buttler,BA Stokes,RV Uthappa,SV Samson,SPD Smith,NA,JR Hazlewood,DL Chahar,NA,NA,NA,31,125.41178130297332,49.2,110.62895437895438,29.875,110.56833854761078,33.95,105.5171190834352,30.272727272727277,108.7560746414626,42.5,0,0,7.452830188679245,32.916666666666664,7.807017543859649,31.046511627906977,0,0,0,0,0,0
306,1216532,1,Sheikh Zayed Stadium,DA Warner,JM Bairstow,NA,NA,NA,NA,MP Stoinis,I Sharma,K Rabada,A Nortje,NA,38,113.20491191289184,45.21875,127.58245210860524,49.642857142857146,0,0,0,0,0,0,0,0,9.5,28.5,7.308056872037914,35.04545454545455,8.195876288659793,31.8,7.882352941176471,26.8,0,0
307,1216532,2,Sheikh Zayed Stadium,PP Shaw,S Dhawan,SS Iyer,NA,NA,NA,KK Ahmed,T Natarajan,B Kumar,NA,NA,34,123.27105957556392,29.710526315789476,108.27256295114648,38.036144578313255,104.44867055360102,34.48,0,0,0,0,0,0,8.203125,32.8125,8.121212121212121,29.77777777777778,6.171821305841925,32.654545454545456,0,0,0,0
308,1216531,1,Sharjah Cricket Stadium,V Kohli,D Padikkal,AJ Finch,NA,NA,NA,Arshdeep Singh,Ravi Bishnoi,GJ Maxwell,Mohammed Shami,NA,57,101.37329644052625,37.45614035087719,101.5529136002946,33.21052631578947,96.90153423397004,23.973684210526315,0,0,0,0,0,0,8.280701754385966,31.466666666666665,8.23076923076923,53.5,9.0,45.0,7.651933701657459,47.75862068965517,0,0
309,1216531,2,Sharjah Cricket Stadium,MA Agarwal,KL Rahul,NA,NA,NA,NA,CH Morris,YS Chahal,I Udana,Navdeep Saini,NA,56,103.50092539419524,24.163265306122447,112.9144170865236,57.142857142857146,0,0,0,0,0,0,0,0,7.964601769911504,40.90909090909091,8.03076923076923,32.625,11.555555555555555,52.0,8.434782608695652,48.5,0,0
310,1216530,1,Dubai International Cricket Stadium,Shubman Gill,RA Tripathi,N Rana,NA,NA,NA,S Gopal,VR Aaron,BA Stokes,JC Archer,NA,55,110.46081606291246,40.09090909090909,121.82450138036552,33.869565217391305,98.63062767108045,38.785714285714285,0,0,0,0,0,0,7.947368421052632,18.875,8.890625,40.642857142857146,9.066666666666666,34.0,5.473684210526316,18.352941176470587,0,0
311,1216530,2,Dubai International Cricket Stadium,R Parag,JC Buttler,BA Stokes,RV Uthappa,SV Samson,R Tewatia,CV Varun,Shivam Mavi,PJ Cummins,NA,NA,41,0.0,0.0,125.41178130297332,49.2,110.62895437895438,29.875,110.56833854761078,33.95,105.5171190834352,30.272727272727277,91.66666666666666,6.0,7.225806451612903,37.333333333333336,8.42,46.77777777777778,8.305555555555555,37.375,0,0,0,0
312,1216529,1,Sheikh Zayed Stadium,PP Shaw,S Dhawan,SS Iyer,AM Rahane,NA,NA,JJ Bumrah,TA Boult,KH Pandya,JL Pattinson,NA,46,123.27105957556392,29.710526315789476,108.27256295114648,38.036144578313255,104.44867055360102,34.48,96.78070320910912,32.523809523809526,0,0,0,0,6.858064516129033,34.29032258064516,7.2988505747126435,31.75,7.524590163934426,35.30769230769231,8.764705882352942,37.25,0,0
313,1216529,2,Sheikh Zayed Stadium,Q de Kock,RG Sharma,NA,NA,NA,NA,AR Patel,K Rabada,R Ashwin,A Nortje,NA,44,114.36517255005649,37.13636363636363,96.96599230179808,30.25925925925926,0,0,0,0,0,0,0,0,7.486111111111111,41.46153846153846,8.195876288659793,31.8,6.721590909090909,25.717391304347824,7.882352941176471,26.8,0,0
314,1216528,1,Dubai International Cricket Stadium,AT Rayudu,SM Curran,F du Plessis,SR Watson,NA,NA,KK Ahmed,Sandeep Sharma,S Nadeem,NA,NA,44,86.67248748801266,33.78260869565217,98.18181818181816,22.666666666666668,112.06102799701122,43.52941176470589,100.3576376295124,34.65853658536585,0,0,0,0,8.203125,32.8125,6.986899563318778,29.62962962962963,8.28,51.75,0,0,0,0
315,1216528,2,Dubai International Cricket Stadium,MK Pandey,DA Warner,KS Williamson,JM Bairstow,NA,NA,SM Curran,DL Chahar,NA,NA,NA,40,97.6621939271184,36.53333333333333,113.20491191289184,45.21875,95.4677731777835,35.92307692307692,127.58245210860524,49.642857142857146,0,0,0,0,7.962962962962963,53.75,7.807017543859649,31.046511627906977,0,0,0,0,0,0
316,1216527,1,Sharjah Cricket Stadium,MA Agarwal,KL Rahul,NA,NA,NA,NA,AS Rajpoot,JD Unadkat,JC Archer,NA,NA,60,103.50092539419524,24.163265306122447,112.9144170865236,57.142857142857146,0,0,0,0,0,0,0,0,9.311111111111112,46.55555555555556,7.598290598290598,38.65217391304348,5.473684210526316,18.352941176470587,0,0,0,0
317,1216527,2,Sharjah Cricket Stadium,SV Samson,JC Buttler,SPD Smith,NA,NA,NA,Ravi Bishnoi,Mohammed Shami,SS Cottrell,JDS Neesham,NA,69,105.5171190834352,30.272727272727277,125.41178130297332,49.2,108.7560746414626,42.5,0,0,0,0,0,0,8.23076923076923,53.5,7.651933701657459,47.75862068965517,7.714285714285714,27.0,11.166666666666666,67.0,0,0
318,1216526,1,Sheikh Zayed Stadium,Shubman Gill,RA Tripathi,N Rana,KD Karthik,NA,NA,JJ Bumrah,TA Boult,KH Pandya,NM Coulter-Nile,NA,33,110.46081606291246,40.09090909090909,121.82450138036552,33.869565217391305,98.63062767108045,38.785714285714285,87.296645153788,44.11111111111112,0,0,0,0,6.858064516129033,34.29032258064516,7.2988505747126435,31.75,7.524590163934426,35.30769230769231,7.35,29.4,0,0
319,1216526,2,Sheikh Zayed Stadium,Q de Kock,RG Sharma,NA,NA,NA,NA,M Prasidh Krishna,AD Russell,CJ Green,PJ Cummins,NA,51,114.36517255005649,37.13636363636363,96.96599230179808,30.25925925925926,0,0,0,0,0,0,0,0,8.170454545454545,47.93333333333333,8.19672131147541,27.77777777777778,8.0,16.0,8.305555555555555,37.375,0,0
320,1216525,1,Dubai International Cricket Stadium,V Kohli,D Padikkal,AJ Finch,NA,NA,NA,SM Curran,DL Chahar,SN Thakur,NA,NA,36,101.37329644052625,37.45614035087719,101.5529136002946,33.21052631578947,96.90153423397004,23.973684210526315,0,0,0,0,0,0,7.962962962962963,53.75,7.807017543859649,31.046511627906977,8.724137931034482,36.142857142857146,0,0,0,0
321,1216525,2,Dubai International Cricket Stadium,AT Rayudu,N Jagadeesan,F du Plessis,SR Watson,NA,NA,CH Morris,Washington Sundar,I Udana,Navdeep Saini,NA,26,86.67248748801266,33.78260869565217,25.0,1.0,112.06102799701122,43.52941176470589,100.3576376295124,34.65853658536585,0,0,0,0,7.964601769911504,40.90909090909091,7.43859649122807,35.333333333333336,11.555555555555555,52.0,8.434782608695652,48.5,0,0
322,1216524,1,Dubai International Cricket Stadium,DA Warner,WP Saha,NA,NA,NA,NA,R Ashwin,K Rabada,AR Patel,A Nortje,NA,77,113.20491191289184,45.21875,113.21910425644934,27.77142857142857,0,0,0,0,0,0,0,0,6.721590909090909,25.717391304347824,8.195876288659793,31.8,7.486111111111111,41.46153846153846,7.882352941176471,26.8,0,0
323,1216524,2,Dubai International Cricket Stadium,S Dhawan,SO Hetmyer,MP Stoinis,AM Rahane,NA,NA,Sandeep Sharma,JO Holder,S Nadeem,NA,NA,54,108.27256295114648,38.036144578313255,99.4264507422402,26.5,68.41575091575092,25.5,96.78070320910912,32.523809523809526,0,0,0,0,6.986899563318778,29.62962962962963,8.943396226415095,52.66666666666666,8.28,51.75,0,0,0,0
324,1216523,1,Sheikh Zayed Stadium,Shubman Gill,EJG Morgan,RA Tripathi,N Rana,NA,NA,Arshdeep Singh,CJ Jordan,Mohammed Shami,NA,NA,25,110.46081606291246,40.09090909090909,75.8948248720976,22.0,121.82450138036552,33.869565217391305,98.63062767108045,38.785714285714285,0,0,0,0,8.280701754385966,31.466666666666665,9.842105263157896,93.5,7.651933701657459,47.75862068965517,0,0,0,0
325,1216523,2,Sheikh Zayed Stadium,MA Agarwal,KL Rahul,NA,NA,NA,NA,KL Nagarkoti,M Prasidh Krishna,PJ Cummins,NA,NA,47,103.50092539419524,24.163265306122447,112.9144170865236,57.142857142857146,0,0,0,0,0,0,0,0,9.0,45.0,8.170454545454545,47.93333333333333,8.305555555555555,37.375,0,0,0,0
326,1216522,1,Dubai International Cricket Stadium,RV Uthappa,SV Samson,BA Stokes,NA,NA,NA,CH Morris,Washington Sundar,I Udana,Navdeep Saini,NA,52,110.56833854761078,33.95,105.5171190834352,30.272727272727277,110.62895437895438,29.875,0,0,0,0,0,0,7.964601769911504,40.90909090909091,7.43859649122807,35.333333333333336,11.555555555555555,52.0,8.434782608695652,48.5,0,0
327,1216522,2,Dubai International Cricket Stadium,V Kohli,D Padikkal,AJ Finch,NA,NA,NA,S Gopal,JD Unadkat,Kartik Tyagi,JC Archer,NA,47,101.37329644052625,37.45614035087719,101.5529136002946,33.21052631578947,96.90153423397004,23.973684210526315,0,0,0,0,0,0,7.947368421052632,18.875,7.598290598290598,38.65217391304348,10.238095238095235,53.75,5.473684210526316,18.352941176470587,0,0
328,1216521,1,Sharjah Cricket Stadium,AT Rayudu,SM Curran,RD Gaikwad,N Jagadeesan,RA Jadeja,MS Dhoni,JJ Bumrah,TA Boult,KH Pandya,NA,NA,24,86.67248748801266,33.78260869565217,98.18181818181816,22.666666666666668,93.97268274792168,34.8,25.0,1.0,107.30392156862744,26.0,84.64613817554994,29.5,6.858064516129033,34.29032258064516,7.2988505747126435,31.75,7.524590163934426,35.30769230769231,0,0,0,0
329,1216521,2,Sharjah Cricket Stadium,Q de Kock,Ishan Kishan,NA,NA,NA,NA,JR Hazlewood,DL Chahar,Imran Tahir,NA,NA,52,114.36517255005649,37.13636363636363,97.1470798503979,56.583333333333336,0,0,0,0,0,0,0,0,7.452830188679245,32.916666666666664,7.807017543859649,31.046511627906977,9.444444444444445,28.33333333333333,0,0,0,0
330,1216520,1,Sharjah Cricket Stadium,RA Tripathi,Shubman Gill,KD Karthik,EJG Morgan,N Rana,NA,Arshdeep Singh,GJ Maxwell,Mohammed Shami,NA,NA,54,121.82450138036552,33.869565217391305,110.46081606291246,40.09090909090909,87.296645153788,44.11111111111112,75.8948248720976,22.0,98.63062767108045,38.785714285714285,0,0,8.280701754385966,31.466666666666665,9.0,45.0,7.651933701657459,47.75862068965517,0,0,0,0
331,1216520,2,Sharjah Cricket Stadium,Mandeep Singh,KL Rahul,NA,NA,NA,NA,CV Varun,M Prasidh Krishna,PJ Cummins,NA,NA,36,90.27729786229116,20.966666666666665,112.9144170865236,57.142857142857146,0,0,0,0,0,0,0,0,7.225806451612903,37.333333333333336,8.170454545454545,47.93333333333333,8.305555555555555,37.375,0,0,0,0
332,1216519,1,Dubai International Cricket Stadium,PP Shaw,S Dhawan,NA,NA,NA,NA,Washington Sundar,YS Chahal,I Udana,Navdeep Saini,NA,63,123.27105957556392,29.710526315789476,108.27256295114648,38.036144578313255,0,0,0,0,0,0,0,0,7.43859649122807,35.333333333333336,8.03076923076923,32.625,11.555555555555555,52.0,8.434782608695652,48.5,0,0
333,1216519,2,Dubai International Cricket Stadium,AB de Villiers,V Kohli,D Padikkal,AJ Finch,NA,NA,AR Patel,HV Patel,R Ashwin,K Rabada,A Nortje,43,105.2500627348122,33.68181818181818,101.37329644052625,37.45614035087719,101.5529136002946,33.21052631578947,96.90153423397004,23.973684210526315,0,0,0,0,7.486111111111111,41.46153846153846,9.0,42.3,6.721590909090909,25.717391304347824,8.195876288659793,31.8,7.882352941176471,26.8
334,1216518,1,Dubai International Cricket Stadium,RV Uthappa,SV Samson,BA Stokes,NA,NA,NA,Sandeep Sharma,JO Holder,V Shankar,NA,NA,47,110.56833854761078,33.95,105.5171190834352,30.272727272727277,110.62895437895438,29.875,0,0,0,0,0,0,6.986899563318778,29.62962962962963,8.943396226415095,52.66666666666666,7.0,14.0,0,0,0,0
335,1216518,2,Dubai International Cricket Stadium,DA Warner,JM Bairstow,MK Pandey,V Shankar,NA,NA,AS Rajpoot,Kartik Tyagi,BA Stokes,JC Archer,NA,58,113.20491191289184,45.21875,127.58245210860524,49.642857142857146,97.6621939271184,36.53333333333333,58.1517897307371,11.25,0,0,0,0,9.311111111111112,46.55555555555556,10.238095238095235,53.75,9.066666666666666,34.0,5.473684210526316,18.352941176470587,0,0
